Otu,domain,phylum,class,order,family,genus,species
ASV162,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV47,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Achnanthidium,NA
ASV77,Eukaryota,NA,Chrysophyceae,Ochromonadales,NA,Paraphysomonas,NA
ASV76,Eukaryota,NA,Choanoflagellida,Codosigidae,NA,Freshwater Choanoflagellates 1,NA
ASV145,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Vorticella,NA
ASV134,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV147,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Gomphonema,NA
ASV111,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV100,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,NA,NA
ASV135,Eukaryota,NA,NA,NA,NA,NA,NA
ASV168,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV142,Eukaryota,Cryptomycota,NA,NA,NA,NA,NA
ASV117,Eukaryota,NA,NA,NA,NA,NA,NA
ASV125,Eukaryota,NA,Chlorophyceae,Sphaeropleales,NA,Dictyococcus,NA
ASV60,Eukaryota,Diatomea,NA,Fragilariales,NA,Fragilaria,NA
ASV99,Eukaryota,NA,NA,NA,NA,NA,NA
ASV178,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV122,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV210,Eukaryota,NA,Tubulinea,NA,NA,BOLA868,NA
ASV132,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Gomphonema,NA
ASV155,Eukaryota,NA,NA,NA,NA,NA,NA
ASV118,Eukaryota,NA,NA,NA,NA,NA,NA
ASV143,Eukaryota,NA,NA,NA,NA,NA,NA
ASV124,Eukaryota,NA,Trebouxiophyceae,NA,NA,NA,NA
ASV102,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,NA,NA
ASV130,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV140,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV67,Eukaryota,NA,NA,NA,NA,NA,NA
ASV80,Eukaryota,NA,NA,NA,NA,NA,NA
ASV141,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Cocconeis,NA
ASV126,Eukaryota,NA,Trebouxiophyceae,NA,NA,NA,NA
ASV185,Eukaryota,NA,NA,NA,NA,NA,NA
ASV91,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Achnanthidium,NA
ASV82,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV88,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV179,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV89,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Achnanthidium,NA
ASV59,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Achnanthidium,NA
ASV200,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Hemiurosomoida,NA
ASV164,Eukaryota,Archamoebae,Incertae Sedis_2,NA,NA,Rhizomastix,NA
ASV78,Eukaryota,Diatomea,NA,Fragilariales,NA,Ulnaria,NA
ASV105,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Fistulifera,NA
ASV176,Eukaryota,NA,NA,NA,NA,NA,NA
ASV68,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Achnanthidium,NA
ASV149,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV70,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Gomphonema,NA
ASV160,Eukaryota,NA,NA,NA,NA,NA,NA
ASV167,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Phyllopharyngea,Chilodonella,NA
ASV92,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Achnanthidium,NA
ASV161,Eukaryota,NA,Trebouxiophyceae,NA,NA,NA,NA
ASV182,Eukaryota,NA,NA,NA,NA,NA,NA
ASV192,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Vorticella,NA
ASV121,Eukaryota,NA,Chlorophyceae,Sphaeropleales,NA,Dictyococcus,NA
ASV137,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,NA,NA
ASV51,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Telotrochidium,NA
ASV194,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Achnanthidium,NA
ASV109,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Achnanthidium,NA
ASV101,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV108,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV188,Eukaryota,Archamoebae,Incertae Sedis_2,NA,NA,Rhizomastix,NA
ASV165,Eukaryota,Cercozoa,Vampyrellidae,NA,NA,Leptophrys,NA
ASV184,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,NA,NA
ASV72,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Achnanthidium,NA
ASV127,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Achnanthidium,NA
ASV187,Eukaryota,NA,Chrysophyceae,Chromulinales,NA,Chromulina,NA
ASV119,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,NA,NA
ASV150,Eukaryota,NA,NA,NA,NA,NA,NA
ASV104,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Achnanthidium,NA
ASV136,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV151,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,NA,NA
ASV191,Eukaryota,NA,NA,NA,NA,NA,NA
ASV163,Eukaryota,NA,NA,NA,NA,NA,NA
ASV217,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Phyllopharyngea,Phascolodon,NA
ASV171,Eukaryota,NA,Choanoflagellida,Codosigidae,NA,Freshwater Choanoflagellates 1,NA
ASV133,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV195,Eukaryota,Archamoebae,Incertae Sedis_2,NA,NA,Rhizomastix,NA
ASV158,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,NA,NA
ASV123,Eukaryota,Diatomea,NA,NA,NA,NA,NA
ASV93,Eukaryota,Diatomea,NA,NA,NA,NA,NA
ASV156,Eukaryota,NA,Chrysophyceae,Ochromonadales,NA,Paraphysomonas,NA
ASV177,Eukaryota,Archamoebae,Incertae Sedis_2,NA,NA,Rhizomastix,NA
ASV153,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Achnanthidium,NA
ASV35,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Gomphonema,NA
ASV175,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Achnanthidium,NA
ASV90,Eukaryota,NA,Chrysophyceae,NA,NA,NA,NA
ASV73,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV198,Eukaryota,NA,Chrysophyceae,Chromulinales,NA,NA,NA
ASV197,Eukaryota,NA,NA,NA,NA,NA,NA
ASV223,Eukaryota,NA,Chrysophyceae,Ochromonadales,NA,Paraphysomonas,NA
ASV172,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV159,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Aspidisca,NA
ASV128,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Phyllopharyngea,Chilodonella,NA
ASV209,Eukaryota,NA,NA,NA,NA,NA,NA
ASV206,Eukaryota,NA,Chlorophyceae,Sphaeropleales,NA,Dictyococcus,NA
ASV208,Eukaryota,Archamoebae,Incertae Sedis_2,NA,NA,Rhizomastix,NA
ASV199,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV180,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV214,Eukaryota,NA,NA,NA,NA,NA,NA
ASV131,Eukaryota,Diatomea,NA,Fragilariales,NA,NA,NA
ASV215,Eukaryota,NA,NA,NA,NA,NA,NA
ASV201,Eukaryota,NA,NA,NA,NA,NA,NA
ASV154,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV157,Eukaryota,Cryptomycota,NA,NA,NA,NA,NA
ASV189,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Phyllopharyngea,Chilodonella,NA
ASV227,Eukaryota,NA,Chrysophyceae,NA,NA,NA,NA
ASV202,Eukaryota,NA,NA,NA,NA,NA,NA
ASV220,Eukaryota,NA,NA,NA,NA,NA,NA
ASV230,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Amphora,NA
ASV218,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Gomphonema,NA
ASV212,Eukaryota,Diatomea,NA,NA,NA,NA,NA
ASV229,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Achnanthidium,NA
ASV96,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV242,Eukaryota,Cercozoa,Thecofilosea,Incertae Sedis_10,NA,Pseudodifflugia,NA
ASV181,Eukaryota,NA,Tubulinea,NA,NA,BOLA868,NA
ASV216,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,NA,NA
ASV174,Eukaryota,NA,NA,NA,NA,NA,NA
ASV169,Eukaryota,Rotifera,Monogononta,Ploimida,NA,NA,NA
ASV221,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV224,Eukaryota,NA,NA,NA,NA,NA,NA
ASV231,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,NA,NA
ASV222,Eukaryota,Archamoebae,Incertae Sedis_2,NA,NA,Rhizomastix,NA
ASV211,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Amphora,NA
ASV196,Eukaryota,Archamoebae,Incertae Sedis_2,NA,NA,Rhizomastix,NA
ASV219,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Cocconeis,NA
ASV235,Eukaryota,Chytridiomycota,Chytridiomycetes,NA,NA,NA,NA
ASV238,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Phyllopharyngea,Pseudochilodonopsis,NA
ASV166,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Achnanthidium,NA
ASV204,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV110,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,NA,NA
ASV190,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV239,Eukaryota,NA,Chrysophyceae,Chromulinales,NA,Poteriospumella,NA
ASV183,Eukaryota,SAR,Labyrinthulomycetes,NA,NA,Sorodiplophrys,NA
ASV249,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Achnanthidium,NA
ASV207,Eukaryota,MAST-12,MAST-12C,NA,NA,NA,NA
ASV243,Eukaryota,NA,Chrysophyceae,Ochromonadales,NA,Ochromonas,NA
ASV226,Eukaryota,Diatomea,NA,NA,NA,NA,NA
ASV228,Eukaryota,Labyrinthulomycetes,NA,NA,Amphitraemidae,NA,NA
ASV205,Eukaryota,Cercozoa,Cercomonadidae,NA,NA,Paracercomonas,NA
ASV203,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Achnanthidium,NA
ASV173,Eukaryota,Archamoebae,Incertae Sedis_2,NA,NA,Rhizomastix,NA
ASV250,Eukaryota,NA,Chrysophyceae,Ochromonadales,NA,Ochromonas,NA
ASV244,Eukaryota,Diatomea,NA,NA,NA,NA,NA
ASV232,Eukaryota,NA,Chrysophyceae,Ochromonadales,NA,Ochromonas,NA
ASV246,Eukaryota,NA,NA,NA,NA,NA,NA
ASV240,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Amphora,NA
ASV247,Eukaryota,NA,NA,NA,NA,NA,NA
ASV225,Eukaryota,NA,Chlorophyceae,Sphaeropleales,NA,Dictyococcus,NA
ASV148,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Achnanthidium,NA
ASV248,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Achnanthidium,NA
ASV234,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,NA,NA
ASV233,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,NA,NA
ASV241,Eukaryota,Diatomea,NA,NA,NA,NA,NA
ASV236,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV152,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Gomphonema,NA
ASV237,Eukaryota,NA,Trebouxiophyceae,NA,NA,NA,NA
ASV186,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Achnanthidium,NA
ASV170,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,NA,NA
ASV251,Eukaryota,NA,NA,NA,NA,NA,NA
ASV213,Eukaryota,NA,Trebouxiophyceae,NA,NA,NA,NA
ASV245,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV146,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
