Otu,domain,phylum,class,order,family,genus,species
ASV73,Eukaryota,Cercozoa,Vampyrellidae,NA,NA,Leptophrys,NA
ASV50,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Gomphonema,NA
ASV8,Eukaryota,NA,NA,NA,NA,NA,NA
ASV198,Eukaryota,Annelida,Clitellata,Haplotaxida,NA,NA,NA
ASV119,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV33,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV70,Eukaryota,NA,NA,NA,NA,NA,NA
ASV92,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Phyllopharyngea,Phascolodon,NA
ASV71,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV93,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Cyclidium,NA
ASV98,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV162,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Vorticella,NA
ASV42,Eukaryota,Cercozoa,Cercomonadidae,NA,NA,Paracercomonas,NA
ASV127,Eukaryota,Diatomea,NA,Fragilariales,NA,Ulnaria,NA
ASV65,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV85,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV89,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Sellaphora,NA
ASV112,Eukaryota,NA,NA,NA,NA,NA,NA
ASV131,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV69,Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,Haptoria,NA,NA
ASV135,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV88,Eukaryota,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,NA
ASV53,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,NA,NA
ASV95,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV100,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV106,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Aspidisca,NA
ASV158,Eukaryota,Protalveolata,Perkinsidae,A31,NA,NA,NA
ASV38,Eukaryota,NA,NA,NA,NA,NA,NA
ASV94,Eukaryota,Cercozoa,Cercomonadidae,NA,NA,Paracercomonas,NA
ASV145,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Vorticella,NA
ASV63,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Cocconeis,NA
ASV54,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,NA,NA
ASV169,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV66,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV79,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Achnanthidium,NA
ASV142,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Aspidisca,NA
ASV78,Eukaryota,NA,NA,NA,NA,NA,NA
ASV68,Eukaryota,NA,NA,NA,NA,NA,NA
ASV168,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV150,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV137,Eukaryota,NA,Chrysophyceae,Chromulinales,NA,Chrysamoeba,NA
ASV47,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,NA,NA
ASV183,Eukaryota,Cercozoa,Thecofilosea,Incertae Sedis_10,NA,Pseudodifflugia,NA
ASV117,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Achnanthidium,NA
ASV116,Eukaryota,NA,NA,NA,NA,NA,NA
ASV141,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV125,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,NA,NA
ASV30,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,NA,NA
ASV175,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV185,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV120,Eukaryota,Rotifera,Monogononta,Ploimida,NA,NA,NA
ASV143,Eukaryota,Rotifera,Monogononta,Ploimida,NA,NA,NA
ASV105,Eukaryota,NA,Chlorophyceae,Sphaeropleales,NA,Dictyococcus,NA
ASV96,Eukaryota,Diatomea,NA,Fragilariales,NA,Ulnaria,NA
ASV77,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Encyonema,NA
ASV138,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,NA,NA
ASV101,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV109,Eukaryota,NA,NA,NA,NA,NA,NA
ASV126,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Vorticella,NA
ASV124,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV215,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV151,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV81,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,NA,NA
ASV64,Eukaryota,NA,NA,NA,NA,NA,NA
ASV108,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Hemiurosomoida,NA
ASV114,Eukaryota,NA,Trebouxiophyceae,NA,NA,NA,NA
ASV90,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,NA,NA
ASV205,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV213,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Tetrahymena,NA
ASV87,Eukaryota,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,NA
ASV177,Eukaryota,Bicosoecida,NA,NA,NA,Bicosoeca,NA
ASV74,Eukaryota,Cryptomycota,NA,NA,NA,NA,NA
ASV132,Eukaryota,Cercozoa,Cercomonadidae,NA,NA,Paracercomonas,NA
ASV123,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Rhizaspididae,Rhogostoma,NA
ASV104,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV146,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Prostomatea,Cryptocaryon,NA
ASV195,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV167,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV91,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Fistulifera,NA
ASV140,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV144,Eukaryota,Cercozoa,Thecofilosea,Incertae Sedis_10,NA,Pseudodifflugia,NA
ASV172,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV181,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV121,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV52,Eukaryota,Diatomea,NA,Fragilariales,NA,Fragilaria,NA
ASV139,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV122,Eukaryota,NA,NA,NA,NA,NA,NA
ASV178,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV160,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV174,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV192,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV176,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Rhizaspididae,Rhogostoma,NA
ASV165,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,NA,NA
ASV212,Eukaryota,Archamoebae,Incertae Sedis_2,NA,NA,Rhizomastix,NA
ASV149,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Vorticella,NA
ASV163,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV196,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV159,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Aspidisca,NA
ASV191,Eukaryota,Cercozoa,NA,NA,NA,NA,NA
ASV154,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV103,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Vorticella,NA
ASV217,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV148,Eukaryota,NA,NA,NA,NA,NA,NA
ASV155,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV72,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Gomphonema,NA
ASV115,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Aspidisca,NA
ASV194,Eukaryota,Chytridiomycota,Chytridiomycetes,NA,NA,NA,NA
ASV118,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Phyllopharyngea,Tokophrya,NA
ASV227,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Tetrahymena,NA
ASV157,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Gomphonema,NA
ASV180,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV111,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Aspidisca,NA
ASV221,Eukaryota,Cercozoa,NA,NA,NA,NA,NA
ASV231,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV113,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Aspidisca,NA
ASV166,Eukaryota,NA,Tubulinea,NA,NA,BOLA868,NA
ASV25,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV133,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV152,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV210,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV239,Eukaryota,NA,Chrysophyceae,Ochromonadales,NA,Paraphysomonas,NA
ASV259,Eukaryota,Nematozoa,Chromadorea,Chromadorida,NA,NA,NA
ASV156,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Sellaphora,NA
ASV171,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV244,Eukaryota,Centrohelida,NA,NA,Acanthocystidae,Pterocystis,NA
ASV179,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV224,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV200,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV161,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV223,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV240,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Phyllopharyngea,Phascolodon,NA
ASV258,Eukaryota,Cryptomycota,NA,NA,NA,NA,NA
ASV186,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV182,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV233,Eukaryota,NA,NA,NA,NA,NA,NA
ASV102,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV209,Eukaryota,Cercozoa,Vampyrellidae,NA,NA,Leptophrys,NA
ASV302,Eukaryota,Cercozoa,NA,NA,NA,NA,NA
ASV203,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV107,Eukaryota,NA,Eustigmatophyceae,Eustigmatales,NA,NA,NA
ASV225,Eukaryota,NA,Tubulinea,NA,NA,BOLA868,NA
ASV264,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV207,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Pseudovorticella,NA
ASV220,Eukaryota,Cercozoa,NA,NA,NA,NA,NA
ASV193,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV271,Eukaryota,Centrohelida,NA,NA,Acanthocystidae,Pterocystis,NA
ASV255,Eukaryota,NA,Chrysophyceae,Chromulinales,NA,Chrysamoeba,NA
ASV256,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV274,Eukaryota,NA,Chrysophyceae,Ochromonadales,NA,Ochromonas,NA
ASV129,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Phyllopharyngea,Phascolodon,NA
ASV243,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV173,Eukaryota,NA,Trebouxiophyceae,NA,NA,NA,NA
ASV170,Eukaryota,Cryptomycota,NA,NA,NA,NA,NA
ASV216,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Aspidisca,NA
ASV222,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV189,Eukaryota,NA,NA,NA,NA,NA,NA
ASV201,Eukaryota,Archamoebae,Incertae Sedis_2,NA,NA,Rhizomastix,NA
ASV235,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV273,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV197,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV219,Eukaryota,Cercozoa,Cercomonadidae,NA,NA,Cercomonas,NA
ASV136,Eukaryota,NA,Chrysophyceae,Chromulinales,NA,NA,NA
ASV238,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV218,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Vorticella,NA
ASV230,Eukaryota,Rotifera,Monogononta,Ploimida,NA,NA,NA
ASV296,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV206,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV291,Eukaryota,Cercozoa,NA,NA,NA,NA,NA
ASV252,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,NA,NA
ASV247,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV265,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV280,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV251,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV164,Eukaryota,NA,NA,NA,NA,NA,NA
ASV110,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV272,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV248,Eukaryota,NA,Chrysophyceae,Ochromonadales,NA,Ochromonas,NA
ASV270,Eukaryota,Cercozoa,Cercomonadidae,NA,NA,Paracercomonas,NA
ASV199,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Gomphonema,NA
ASV286,Eukaryota,Centrohelida,NA,NA,Acanthocystidae,Pterocystis,NA
ASV190,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV278,Eukaryota,Cercozoa,Vampyrellidae,NA,NA,Leptophrys,NA
ASV241,Eukaryota,NA,Tubulinea,NA,NA,BOLA868,NA
ASV232,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV245,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Gomphonema,NA
ASV257,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV249,Eukaryota,NA,NA,NA,NA,NA,NA
ASV184,Eukaryota,NA,Tubulinea,Echinamoebida,NA,Vermamoeba,NA
ASV301,Eukaryota,NA,Chrysophyceae,NA,NA,NA,NA
ASV288,Eukaryota,NA,NA,NA,NA,NA,NA
ASV134,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Cocconeis,NA
ASV290,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Amphora,NA
ASV254,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Pseudovorticella,NA
ASV282,Eukaryota,Cercozoa,NA,NA,NA,NA,NA
ASV208,Eukaryota,Centrohelida,NA,NA,Acanthocystidae,Pterocystis,NA
ASV260,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Amphora,NA
ASV250,Eukaryota,Cercozoa,NA,NA,NA,NA,NA
ASV295,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV279,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV267,Eukaryota,NA,NA,NA,NA,NA,NA
ASV266,Eukaryota,Cercozoa,NA,NA,NA,NA,NA
ASV289,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Gomphonema,NA
ASV298,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV263,Eukaryota,NA,Chrysophyceae,Ochromonadales,NA,Ochromonas,NA
ASV292,Eukaryota,Cercozoa,NA,NA,NA,NA,NA
ASV253,Eukaryota,NA,NA,NA,NA,NA,NA
ASV246,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV275,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV214,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV293,Eukaryota,NA,NA,NA,NA,NA,NA
ASV242,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV204,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV300,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV277,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV305,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV128,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Gomphonema,NA
ASV294,Eukaryota,Cercozoa,NA,NA,NA,NA,NA
ASV306,Eukaryota,Cercozoa,NA,NA,NA,NA,NA
ASV284,Eukaryota,NA,NA,NA,NA,NA,NA
ASV262,Eukaryota,Centrohelida,NA,NA,Acanthocystidae,Pterocystis,NA
ASV269,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV297,Eukaryota,Cercozoa,NA,NA,NA,NA,NA
ASV285,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Nitzschia,NA
ASV237,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV287,Eukaryota,NA,Chrysophyceae,NA,NA,NA,NA
ASV97,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV236,Eukaryota,Centrohelida,NA,NA,Acanthocystidae,Pterocystis,NA
ASV268,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV187,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Gomphonema,NA
ASV226,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,NA,NA
ASV283,Eukaryota,Cercozoa,NA,NA,NA,NA,NA
ASV228,Eukaryota,NA,Chrysophyceae,Ochromonadales,NA,Paraphysomonas,NA
ASV188,Eukaryota,NA,NA,NA,NA,NA,NA
ASV229,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV304,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Gomphonema,NA
ASV299,Eukaryota,NA,NA,NA,NA,NA,NA
ASV261,Eukaryota,NA,NA,NA,NA,NA,NA
ASV303,Eukaryota,NA,Chrysophyceae,Chromulinales,NA,NA,NA
ASV276,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV24,Eukaryota,NA,NA,NA,NA,NA,NA
ASV202,Eukaryota,LKM15,NA,NA,NA,NA,NA
ASV234,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Planothidium,NA
ASV281,Eukaryota,Diatomea,Bacillariophyceae,NA,NA,Navicula,NA
ASV211,Eukaryota,Cercozoa,NA,NA,NA,NA,NA
