ASV1,ASV2,ASV3,ASV4,ASV5,ASV6,ASV7,ASV8,ASV9,ASV10,ASV11,ASV12,ASV13,ASV14,ASV15,ASV16,ASV17,ASV18,ASV19,ASV20,ASV21,ASV22,ASV23,ASV24,ASV25,ASV26,ASV27,ASV28,ASV29,ASV30,ASV31,ASV32,ASV33,ASV34,ASV35,ASV36,ASV37,ASV38,ASV39,ASV40,ASV41,ASV42,ASV43,ASV44,ASV45,ASV46,ASV47,ASV48,ASV49,ASV50,ASV51,ASV52,ASV53,ASV54,ASV55,ASV56,ASV57,ASV58,ASV59,ASV60,ASV61,ASV62,ASV63,ASV64,ASV65,ASV66,ASV67,ASV68,ASV69,ASV70,ASV71,ASV72,ASV73,ASV74,ASV75,ASV76,ASV77,ASV78,ASV79,ASV80,ASV81,ASV82,ASV83,ASV84,ASV85,ASV86,ASV87,ASV88,ASV89,ASV90,ASV91,ASV92,ASV93,ASV94,ASV95,ASV96,ASV97,ASV98,ASV99,ASV100,ASV101,ASV102,ASV103,ASV104,ASV105,ASV106,ASV107,ASV108,ASV109,ASV110,ASV111,ASV112,ASV113,ASV114,ASV115,ASV116,ASV117,ASV118,ASV119,ASV120,ASV121,ASV122,ASV123,ASV124,ASV125,ASV126,ASV127,ASV128,ASV129,ASV130,ASV131,ASV132,ASV133,ASV134,ASV135,ASV136,ASV137,ASV138,ASV139,ASV140,ASV141,ASV142,ASV143,ASV144,ASV145,ASV146,ASV147,ASV148,ASV149,ASV150,ASV151,ASV152,ASV153,ASV154,ASV155,ASV156,ASV157,ASV158,ASV159,ASV160,ASV161,ASV162,ASV163,ASV164,ASV165,ASV166,ASV167,ASV168,ASV169,ASV170,ASV171,ASV172,ASV173,ASV174,ASV175,ASV176,ASV177,ASV178,ASV179,ASV180,ASV181,ASV182,ASV183,ASV184,ASV185,ASV186,ASV187,ASV188,ASV189,ASV190,ASV191,ASV192,ASV193,ASV194,ASV195,ASV196,ASV197,ASV198,ASV199,ASV200,ASV201,ASV202,ASV203,ASV204,ASV205,ASV206,ASV207,ASV208,ASV209,ASV210,ASV211,ASV212,ASV213,ASV214,ASV215,ASV216,ASV217,ASV218,ASV219,ASV220,ASV221,ASV222,ASV223,ASV224,ASV225,ASV226,ASV227,ASV228,ASV229,ASV230,ASV231,ASV232,ASV233,ASV234,ASV235,ASV236,ASV237,ASV238,ASV239,ASV240,ASV241,ASV242,ASV243,ASV244,ASV245,ASV246,ASV247,ASV248,ASV249,ASV250,ASV251,ASV252,ASV253,ASV254,ASV255,ASV256,ASV257,ASV258,ASV259,ASV260,ASV261,ASV262,ASV263,ASV264,ASV265,ASV266,ASV267,ASV268,ASV269,ASV270,ASV271,ASV272,ASV273,ASV274,ASV275,ASV276,ASV277,ASV278,ASV279,ASV280,ASV281,ASV282,ASV283,ASV284,ASV285,ASV286,ASV287,ASV288,ASV289,ASV290,ASV291,ASV292,ASV293,ASV294,ASV295,ASV296,ASV297,ASV298,ASV299,ASV300,ASV301,ASV302,ASV303,ASV304,ASV305,ASV306,Sample
133,105,82,52,42,25,24,28,13,37,23,21,27,16,19,10,10,25,22,36,15,24,8,17,16,19,19,9,21,18,16,14,6,1,18,12,5,8,13,5,7,6,7,12,8,12,7,9,11,6,9,5,8,5,2,4,8,5,9,6,13,4,15,5,2,10,2,6,13,2,10,4,5,6,8,6,4,2,2,5,3,5,5,8,10,4,2,4,7,0,0,6,5,3,1,6,6,3,4,2,1,5,6,3,3,5,3,7,3,2,7,5,4,4,5,4,1,5,3,0,2,4,2,2,4,0,1,3,0,7,2,3,3,7,0,3,3,3,1,2,2,5,1,0,0,0,0,2,0,1,2,0,0,1,0,1,2,13,3,2,1,0,3,4,0,1,4,1,0,1,3,2,1,0,0,3,3,0,0,3,4,2,0,1,0,0,1,0,2,4,2,2,1,3,0,1,0,0,0,0,0,0,0,1,0,1,0,1,2,1,2,2,0,0,0,1,0,0,0,0,2,0,0,0,1,2,2,0,2,2,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,BMP01_18s_1
116,75,32,33,40,30,26,11,33,19,21,16,9,18,7,13,17,14,3,11,11,18,5,6,3,13,8,7,3,7,9,1,9,7,8,15,2,9,10,4,1,4,2,9,14,0,3,1,12,2,5,3,4,7,8,5,4,0,6,13,3,4,4,1,5,4,1,2,0,3,6,0,1,0,8,8,2,3,4,2,1,2,1,5,0,0,1,2,0,4,3,3,4,2,0,2,0,3,2,2,3,0,3,2,5,5,3,1,2,1,1,1,3,3,2,0,2,0,3,1,1,3,1,3,1,5,3,0,1,0,3,0,0,2,0,2,0,0,0,1,0,2,0,0,5,0,0,2,1,0,0,1,0,0,2,1,1,0,2,0,1,4,2,1,0,0,0,0,1,0,2,0,0,0,1,3,0,3,1,1,1,1,0,1,0,0,3,2,1,0,0,1,0,0,2,0,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BMP04_18s_1
330,209,172,82,70,52,50,45,51,45,48,44,33,24,28,25,31,38,62,21,29,26,26,28,26,15,28,24,26,14,28,15,19,21,19,23,9,17,27,6,13,14,20,11,11,22,12,20,4,8,11,9,11,8,10,4,13,15,13,11,20,15,10,9,9,8,5,11,20,6,10,6,13,10,7,15,5,5,9,7,7,10,21,8,6,8,4,11,10,2,5,12,5,13,8,6,4,4,0,11,4,7,3,4,6,3,2,8,5,4,8,4,10,2,6,2,2,13,5,10,4,7,4,6,4,1,1,1,2,2,4,5,5,1,1,2,3,0,3,3,4,4,7,2,3,4,0,3,0,4,3,2,0,2,5,2,3,2,6,0,2,2,2,5,1,7,3,2,1,4,4,2,4,1,0,0,1,1,1,1,0,0,4,1,0,2,1,0,0,0,2,1,1,0,0,0,0,4,0,2,2,3,0,1,1,0,1,0,2,0,1,1,1,0,4,1,0,0,0,1,1,2,0,0,1,2,0,0,3,1,0,3,1,0,2,0,0,0,0,1,0,0,1,1,0,2,0,0,1,1,2,1,0,1,1,0,0,2,2,1,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,BC05_18s_3
287,116,88,80,76,49,41,28,72,49,37,29,27,20,15,17,38,23,16,29,29,45,9,21,14,20,17,14,6,8,29,5,23,8,9,23,13,16,14,14,7,13,11,16,16,3,3,7,10,13,7,4,6,5,11,9,17,0,10,34,8,3,8,0,10,2,13,12,0,6,4,3,14,8,6,9,6,8,9,9,10,13,6,8,0,1,3,7,2,4,2,12,6,8,5,1,0,2,10,7,2,2,3,5,8,9,8,0,6,1,2,1,3,3,9,4,2,0,3,5,2,13,8,1,2,20,4,1,4,0,4,3,2,1,3,5,4,5,1,3,3,3,1,0,11,3,0,2,2,2,3,0,0,1,0,1,1,1,1,3,1,6,3,2,1,0,2,0,3,4,1,3,0,2,1,5,1,0,0,4,0,0,0,2,2,1,0,2,1,0,1,1,2,2,0,0,2,0,2,2,0,2,2,1,0,2,2,2,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,4,0,0,2,2,0,0,0,1,1,3,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,BMP04_18s_3
219,133,104,76,58,36,39,31,10,39,29,34,28,21,20,23,10,30,30,54,25,38,23,13,25,34,35,11,27,20,17,15,26,11,12,20,12,12,10,17,17,12,11,14,12,11,10,10,12,6,12,12,7,8,2,7,17,4,12,5,16,21,6,10,10,10,2,6,28,5,10,9,6,9,9,14,3,4,6,5,5,7,6,5,7,8,4,7,1,10,7,5,8,4,1,1,8,3,2,3,4,11,2,7,2,6,2,6,5,4,9,1,3,3,6,6,7,1,7,0,6,5,6,2,6,0,3,3,7,10,4,5,5,2,0,1,5,3,0,2,2,2,1,0,0,2,0,1,0,0,2,3,0,0,1,3,1,11,1,5,0,0,3,0,0,3,1,1,0,0,1,1,2,1,0,4,6,2,0,2,7,0,0,2,0,1,1,0,2,1,0,2,0,0,2,2,0,0,1,0,0,2,1,0,0,3,1,1,0,1,2,0,0,2,0,0,0,0,1,1,0,0,0,0,1,2,3,1,0,2,1,0,1,0,0,0,1,1,0,0,0,2,0,1,0,2,0,0,1,0,1,0,0,1,2,0,0,3,0,0,0,0,1,1,0,0,2,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,BMP01_18s_3
296,172,90,81,84,24,54,47,31,37,45,44,40,11,27,25,30,20,5,22,22,11,18,19,15,15,12,18,9,22,13,7,15,17,21,22,13,14,8,35,16,6,10,14,12,6,13,5,7,12,10,11,11,11,6,7,6,3,8,0,4,1,4,13,14,4,7,4,5,6,4,7,3,7,6,3,10,4,4,11,9,4,4,2,5,5,5,1,3,3,6,1,4,2,6,2,19,6,4,7,7,2,13,5,7,5,5,4,9,5,6,6,3,8,8,3,3,0,10,3,1,4,3,3,0,2,0,2,4,0,3,5,3,5,2,0,1,3,1,2,1,2,3,3,2,0,0,7,0,1,1,0,0,2,4,1,0,0,0,3,1,3,2,0,1,2,2,1,1,1,1,2,0,3,1,1,1,0,0,1,4,2,0,1,4,0,3,2,2,2,0,3,2,1,1,1,4,0,1,2,0,0,1,0,1,1,2,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,2,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BA04_18s_3
343,150,180,119,66,78,58,55,50,46,38,21,26,51,30,36,36,34,16,23,25,12,26,17,20,18,28,30,28,27,17,32,15,19,20,14,22,14,12,0,9,15,14,24,14,22,10,16,11,8,19,13,11,11,15,5,10,26,13,9,17,2,3,10,9,9,10,8,0,7,4,7,7,12,4,4,10,11,7,4,5,9,4,6,11,13,5,8,7,5,6,4,9,6,4,5,6,2,4,7,11,2,7,5,6,3,5,6,2,4,3,5,2,2,5,1,5,4,2,1,6,1,3,1,3,2,8,1,3,0,6,2,2,9,1,2,2,3,6,3,7,4,3,0,1,0,0,3,3,4,1,4,0,3,4,0,5,0,0,1,4,3,0,2,0,4,2,4,1,1,0,1,0,2,3,1,1,2,1,0,0,1,3,2,5,6,1,1,0,2,1,1,2,0,3,0,2,0,3,3,0,2,1,1,2,0,2,2,0,2,0,0,4,2,0,1,1,0,6,1,0,0,0,2,1,2,5,4,1,1,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0,1,0,1,3,0,2,0,0,2,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,BC01_18s_3
55,33,19,18,20,25,12,9,16,7,6,13,7,15,10,5,10,5,18,6,5,9,2,2,5,8,14,0,6,4,4,1,1,3,4,5,4,4,2,2,1,4,2,1,7,0,5,3,3,3,4,2,1,0,5,1,3,0,2,2,5,1,2,0,6,2,2,2,0,2,2,2,3,2,6,2,3,0,2,4,3,4,4,1,4,4,2,0,2,1,0,2,2,0,0,2,0,0,1,0,3,1,1,0,1,0,1,2,1,1,1,0,1,2,1,1,0,1,0,2,0,0,1,3,1,0,4,2,0,5,4,2,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,BMP05_18s_1
385,143,145,89,70,21,65,33,39,41,37,29,39,14,22,28,29,31,26,18,23,18,30,30,20,28,19,18,12,15,9,24,17,15,10,1,18,11,9,42,16,8,11,11,7,18,13,17,4,15,7,11,14,8,11,5,7,7,3,9,7,1,8,10,5,6,5,9,2,11,6,7,3,5,2,2,6,5,13,4,9,7,14,2,1,5,6,6,3,4,6,2,5,4,10,7,0,4,1,2,7,9,3,7,1,4,5,3,4,5,5,3,8,7,5,3,7,5,0,2,4,9,4,2,0,3,2,9,3,2,2,5,5,3,0,4,4,2,0,3,3,1,4,2,0,0,0,3,7,4,0,3,0,4,1,0,3,1,5,0,1,0,4,1,5,1,2,1,0,0,1,3,0,2,0,0,1,2,3,2,0,2,2,2,0,2,2,2,0,3,4,2,1,2,2,3,1,0,1,0,5,0,0,3,0,5,2,0,0,1,0,1,5,0,0,2,1,3,1,3,1,1,1,1,0,1,0,0,0,1,2,0,0,0,1,0,3,0,0,1,0,3,0,0,0,2,0,0,0,2,0,1,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BC03_18s_3
462,268,163,94,118,8,57,54,22,33,64,80,64,3,42,43,18,22,14,40,24,16,19,32,27,9,19,21,29,32,15,11,16,26,22,12,22,15,21,12,11,13,12,5,17,9,12,14,17,15,19,19,9,15,12,20,6,6,8,5,7,1,14,13,13,2,5,13,14,4,5,10,6,12,14,6,13,7,6,20,5,1,1,3,0,3,11,9,11,9,9,10,3,0,7,4,1,4,0,5,5,3,0,10,13,3,4,3,8,4,1,11,1,12,0,7,4,5,3,4,5,3,1,1,2,8,0,5,5,0,0,0,5,5,0,8,0,2,1,2,0,0,3,1,0,2,4,2,0,3,5,4,0,5,5,4,6,1,1,2,3,0,1,1,1,0,3,4,0,9,0,3,3,1,0,3,1,0,3,3,0,2,1,2,0,5,2,4,2,1,0,0,2,1,0,2,3,0,1,0,2,0,1,2,2,1,0,2,2,1,1,0,0,6,0,0,1,0,0,1,0,3,0,3,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,1,1,0,1,0,2,0,0,0,1,0,1,1,1,0,0,0,0,2,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,BA05_18s_3
180,70,45,38,33,52,21,29,34,29,16,18,15,29,10,11,15,8,11,16,10,27,11,10,12,16,7,10,7,11,8,8,11,4,2,1,9,8,8,0,8,5,5,5,6,4,8,5,14,4,4,5,3,8,4,9,5,0,9,9,5,1,7,9,2,3,5,4,3,1,6,7,5,1,4,5,4,5,0,5,6,6,5,6,4,1,6,4,2,3,5,6,3,3,4,1,4,2,6,2,1,9,1,1,3,0,5,2,4,1,2,0,1,1,0,4,2,1,6,1,1,0,5,7,1,2,2,5,0,0,2,0,4,0,8,4,5,2,2,0,2,4,0,2,0,0,0,1,2,2,0,1,0,0,1,0,3,0,0,0,2,0,0,0,3,1,0,0,3,0,0,0,0,0,5,1,2,1,0,0,0,1,0,0,0,2,1,1,1,0,1,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,BMP03_18s_1
159,88,65,42,21,30,26,15,6,12,17,17,13,21,20,11,3,5,22,12,5,5,24,6,12,18,6,16,8,10,9,5,0,5,7,3,8,8,6,0,5,6,5,3,1,6,9,2,3,4,9,3,3,5,1,8,6,6,3,6,2,4,4,3,4,4,1,3,0,4,0,6,2,3,3,5,3,2,6,7,2,1,1,5,4,2,1,2,2,2,4,3,0,1,3,2,2,5,1,1,5,3,3,1,3,2,2,1,1,1,2,2,0,0,4,2,1,7,0,2,1,3,0,3,2,2,1,0,0,0,0,0,1,1,1,0,1,0,2,0,0,1,1,0,3,0,0,0,1,1,1,1,0,1,2,1,3,1,0,0,0,1,1,2,0,1,1,1,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,2,0,0,1,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BA01_18s_1
312,122,133,84,41,107,69,34,65,27,28,21,34,60,31,23,41,27,13,24,17,17,19,14,13,17,14,10,14,23,23,24,27,20,9,3,17,12,7,8,15,13,9,9,8,7,14,12,9,11,11,7,6,4,10,9,3,6,7,18,4,15,11,5,4,14,20,9,9,14,2,7,4,3,3,4,5,1,9,2,7,8,3,7,4,14,8,6,4,0,7,3,1,12,9,10,0,7,6,5,5,4,0,3,3,3,3,2,3,5,5,2,2,4,6,0,8,2,1,2,0,1,8,4,6,1,7,6,0,0,1,4,4,0,2,0,2,0,3,2,1,1,1,1,6,4,1,0,0,0,1,3,0,1,0,7,2,2,3,3,3,2,3,2,4,0,1,1,3,1,0,0,2,4,4,4,2,4,3,0,8,1,1,2,0,0,3,1,1,0,2,0,2,2,2,0,0,0,0,2,2,0,4,1,3,0,0,2,0,0,0,1,1,0,0,0,1,0,0,2,2,0,0,0,2,0,0,0,0,2,0,0,0,3,0,0,0,1,0,1,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BC04_18s_3
209,99,76,44,47,15,37,29,46,18,23,22,20,8,15,24,26,21,2,13,6,15,11,12,12,11,8,7,12,15,8,6,7,12,8,35,9,9,5,18,10,8,9,7,7,8,7,8,6,12,10,8,13,5,6,6,5,2,3,0,4,4,6,4,6,4,4,5,3,4,3,4,10,6,8,3,7,5,3,5,4,2,4,2,0,1,6,2,4,4,1,3,3,3,5,4,8,2,2,3,3,5,7,3,1,5,3,3,3,3,4,4,0,2,7,5,0,0,2,2,1,0,2,4,2,1,2,2,2,0,1,0,1,3,1,2,0,1,3,1,0,0,4,4,4,0,0,2,4,0,4,2,0,1,2,1,2,0,0,0,1,1,2,1,2,1,1,0,0,1,3,5,1,0,0,1,3,0,2,1,3,0,0,1,2,1,2,1,1,0,0,2,1,2,0,3,3,0,2,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,BA04_18s_1
345,194,142,82,53,102,44,35,22,33,35,34,47,54,31,25,7,20,42,23,13,10,25,17,19,13,18,22,23,15,24,14,13,22,26,11,20,9,16,0,8,13,19,8,13,6,15,13,8,11,12,12,7,11,9,16,7,12,8,8,6,8,7,12,19,7,1,4,0,12,3,6,10,14,10,1,4,9,6,7,6,7,3,7,10,0,5,6,4,7,8,6,1,5,7,6,7,11,4,5,10,7,5,4,3,4,2,2,3,4,8,11,2,2,14,3,4,8,1,6,6,4,0,2,4,6,0,2,8,0,4,6,1,5,7,2,1,4,2,1,0,2,6,2,3,0,0,1,4,1,1,2,0,2,1,3,2,0,4,2,2,5,1,1,1,3,4,2,2,0,2,3,2,2,2,2,0,4,2,2,0,2,0,0,3,2,1,1,0,4,3,0,1,7,1,5,0,0,0,0,2,3,2,1,1,0,0,0,3,1,0,0,0,1,0,1,2,0,2,0,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,0,1,1,0,0,0,0,1,1,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,BA01_18s_3
538,258,216,91,52,66,55,35,27,42,40,45,62,42,57,30,23,35,11,9,33,9,27,23,26,17,16,27,12,17,7,42,34,26,34,15,15,15,15,0,18,13,19,4,13,12,10,12,14,21,8,7,14,15,5,19,2,7,4,1,7,2,11,7,12,16,1,12,0,14,8,14,7,4,1,3,11,3,6,2,10,5,0,2,13,0,11,5,12,10,11,4,3,7,8,13,3,8,12,9,6,5,11,4,14,10,11,3,5,8,1,6,6,4,1,6,7,8,7,1,4,1,2,0,5,2,1,6,6,1,3,3,5,3,7,4,6,4,12,8,0,2,3,6,0,9,29,4,6,0,4,2,0,5,3,3,3,0,3,1,2,0,0,4,0,1,4,3,3,1,0,2,0,5,2,1,2,1,0,0,0,2,1,5,3,3,2,0,2,6,1,0,2,3,1,2,1,0,1,0,1,3,1,2,0,2,2,3,0,1,3,3,0,2,2,6,4,3,0,0,1,1,7,2,1,0,0,3,2,0,0,1,3,2,1,1,0,2,4,0,0,0,0,0,3,0,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,BA03_18s_3
232,96,129,68,15,42,43,20,43,29,12,17,24,28,19,24,26,18,16,7,19,6,22,15,20,11,20,21,11,17,20,10,10,10,8,21,10,7,5,0,10,15,7,12,8,15,11,12,5,7,9,10,6,10,12,4,15,18,5,3,4,20,8,7,3,6,6,4,9,5,4,7,3,3,3,1,2,7,6,2,6,7,3,0,5,8,2,2,5,8,2,2,9,5,4,3,9,4,3,9,5,1,6,6,3,6,4,3,3,2,5,5,3,2,1,1,0,3,3,8,3,1,3,1,2,4,1,3,3,6,3,3,1,3,0,0,0,4,3,3,7,5,1,6,1,0,0,1,3,4,4,2,0,2,0,2,0,1,2,0,1,1,4,2,2,1,0,3,1,2,2,1,0,1,0,1,0,0,2,2,0,2,4,0,1,0,1,2,2,0,1,3,1,0,5,1,1,8,1,1,0,0,0,0,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,BC02_18s_1
212,136,86,65,42,22,38,48,21,33,21,21,23,17,21,22,22,21,34,10,17,11,11,17,8,14,13,22,10,14,19,11,15,7,11,6,8,10,9,3,8,8,11,13,10,10,8,6,2,6,4,10,4,13,12,4,5,14,17,6,10,11,0,9,8,4,1,3,7,4,5,1,2,7,8,8,5,7,5,3,6,4,18,7,2,7,0,4,2,8,3,4,9,2,3,6,2,1,0,4,1,6,5,7,3,1,4,4,6,4,4,7,5,1,7,4,4,1,4,5,5,5,3,7,2,2,5,0,2,3,5,4,3,1,1,3,3,0,1,2,0,3,2,4,1,3,0,1,0,2,2,1,0,1,3,0,3,3,2,2,4,1,2,1,2,3,2,3,1,2,3,0,3,0,0,1,1,0,3,1,0,5,3,0,2,1,0,0,2,1,1,2,0,0,0,0,2,5,1,0,0,2,1,1,1,1,0,2,0,0,1,0,0,0,12,1,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BC05_18s_1
260,137,103,63,62,31,53,32,22,36,35,32,33,21,29,25,16,10,27,9,16,18,24,17,19,19,7,22,17,17,9,15,5,17,14,2,11,11,9,56,12,7,13,6,7,10,11,9,13,7,7,9,9,6,7,8,4,9,4,2,2,6,6,3,5,9,8,2,13,6,5,5,9,5,1,2,2,9,7,5,5,1,4,5,2,4,7,1,6,7,2,5,6,4,3,4,0,6,1,2,4,0,1,4,6,1,4,8,4,5,0,3,10,4,0,6,5,2,1,2,5,2,5,3,2,6,4,1,0,10,0,2,2,1,1,3,0,3,4,2,5,0,2,2,1,7,0,2,0,3,1,5,23,0,4,4,2,3,1,2,1,0,2,3,5,1,4,1,0,0,2,1,2,0,0,2,2,2,2,0,0,1,0,0,0,0,0,1,1,2,2,0,3,1,0,1,2,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,2,2,0,1,0,1,0,1,1,2,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,BA02_18s_3
370,165,111,57,91,6,34,52,12,23,52,46,29,7,30,23,6,24,14,23,11,11,16,25,20,6,8,15,23,17,17,11,11,19,11,11,14,14,7,9,12,5,9,5,9,11,13,5,9,10,18,10,8,14,5,15,5,2,12,7,3,3,17,8,7,3,5,8,1,14,4,3,5,9,6,2,5,5,9,8,2,1,0,0,3,1,8,5,9,5,0,3,2,4,3,5,3,6,0,2,4,1,4,3,4,1,8,4,7,6,2,2,1,8,0,7,3,5,4,4,4,3,4,3,0,0,2,5,2,0,0,2,2,2,0,4,2,0,0,1,0,1,1,2,0,3,4,0,0,1,5,2,0,4,1,2,0,0,0,0,2,0,1,2,2,1,2,3,0,6,0,0,8,2,0,1,2,0,1,0,0,1,3,1,4,1,2,2,0,0,0,1,2,1,0,0,0,0,2,0,1,1,1,1,1,3,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,BA05_18s_1
